Sex,Age_group,Housing,Purpose,Risk_per_purpose,Credit amount,Duration,Financial_profile,Saving accounts,Checking account,Job_type,Duration_estimated,Checking_score,Saving_score,Duration_score,Job_score,Risk_per_purpose_score,Internal_Risk_Score,PD_internal,Decision_credito,Score_version
female,26-35,own,car,bajo riesgo,3499,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,2.91647118646193,0.5702092345632819,Revision manual,Credit_risk_v1
female,0-25,own,car,bajo riesgo,8487,48,No_tiene / moderate,,moderate,cualificado,43-48,0.5,1.0,0.6147386076544852,0.3,0.0,3.414738607654485,0.6676271984934171,Rechazado,Credit_risk_v1
male,26-35,own,education,bajo riesgo,6887,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,0.0,3.235275281648062,0.6325397111802148,Revision manual,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,2708,15,little / No_tiene,little,,no cualificado,13-18,1.0,0.75,0.1522335991272839,0.6,1.0,4.502233599127283,0.8802470555170592,Rechazado,Credit_risk_v1
male,46-55,free,furniture/equipment,alto riesgo,1984,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
female,0-25,own,radio/TV,alto riesgo,10144,60,moderate / No_tiene,moderate,,cualificado,55-60,1.0,0.5,0.8034937533355228,0.3,1.0,4.603493753335522,0.9000447738318715,Rechazado,Credit_risk_v1
female,36-45,own,radio/TV,alto riesgo,1240,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,3.41647118646193,0.6679659408887474,Rechazado,Credit_risk_v1
male,26-35,own,car,bajo riesgo,8613,27,rich / No_tiene,rich,,cualificado,25-30,1.0,0.0,0.30820346803447984,0.3,0.0,2.6082034680344797,0.5099387609234147,Revision manual,Credit_risk_v1
male,66+,own,radio/TV,alto riesgo,766,12,quite rich / moderate,quite rich,moderate,no cualificado,7-12,0.5,0.25,0.11647118646192987,0.6,1.0,2.4664711864619298,0.48222819887036283,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,2728,15,No_tiene / moderate,,moderate,cualificado,13-18,0.5,1.0,0.1522335991272839,0.3,1.0,3.9522335991272834,0.7727146785590471,Rechazado,Credit_risk_v1
female,36-45,rent,radio/TV,alto riesgo,1881,12,little / rich,little,rich,no cualificado,7-12,0.0,0.75,0.11647118646192987,0.6,1.0,2.4664711864619298,0.48222819887036283,Aprobado automatico,Credit_risk_v1
male,26-35,own,car,bajo riesgo,709,6,rich / rich,rich,rich,desempleado,0-6,0.0,0.0,0.050697028491100485,1.0,0.0,1.0506970284911006,0.20542536170248765,Aprobado automatico,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,4795,36,little / moderate,little,moderate,muy cualificado,31-36,0.5,0.75,0.43527528164806206,0.0,1.0,3.685275281648062,0.7205207468731338,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,3416,27,little / little,little,little,muy cualificado,25-30,0.75,0.75,0.30820346803447984,0.0,1.0,3.80820346803448,0.7445548561045321,Rechazado,Credit_risk_v1
male,0-25,own,furniture/equipment,alto riesgo,2462,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,3.9894645708137997,0.7799938328897881,Rechazado,Credit_risk_v1
female,0-25,own,furniture/equipment,alto riesgo,2288,21,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.22796289202471912,0.3,1.0,3.277962892024719,0.6408857115628683,Revision manual,Credit_risk_v1
male,26-35,own,business,bajo riesgo,3566,48,moderate / moderate,moderate,moderate,cualificado,43-48,0.5,0.5,0.6147386076544852,0.3,0.0,2.914738607654485,0.5698704921679516,Revision manual,Credit_risk_v1
female,36-45,own,car,bajo riesgo,860,6,little / little,little,little,cualificado,0-6,0.75,0.75,0.050697028491100485,0.3,0.0,1.8506970284911006,0.3618360918232325,Aprobado automatico,Credit_risk_v1
female,46-55,own,car,bajo riesgo,682,12,moderate / No_tiene,moderate,,cualificado,7-12,1.0,0.5,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508,Aprobado automatico,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,5371,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459,Rechazado,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,1582,18,rich / No_tiene,rich,,cualificado,13-18,1.0,0.0,0.18946457081379978,0.3,1.0,2.4894645708137997,0.4867237139133915,Aprobado automatico,Credit_risk_v1
male,36-45,free,radio/TV,alto riesgo,1346,6,moderate / No_tiene,moderate,,cualificado,0-6,1.0,0.5,0.050697028491100485,0.3,1.0,2.8506970284911004,0.5573495044741635,Revision manual,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,1924,10,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.09358387076573756,0.3,1.0,3.1435838707657373,0.6146128105278328,Revision manual,Credit_risk_v1
male,0-25,own,radio/TV,alto riesgo,5848,36,little / rich,little,rich,cualificado,31-36,0.0,0.75,0.43527528164806206,0.3,1.0,3.485275281648062,0.6814180643429476,Rechazado,Credit_risk_v1
female,26-35,rent,car,bajo riesgo,7758,24,rich / moderate,rich,moderate,cualificado,19-24,0.5,0.0,0.26758052058674353,0.3,0.0,2.0675805205867435,0.40423972351050286,Aprobado automatico,Credit_risk_v1
male,36-45,rent,business,bajo riesgo,6967,24,moderate / moderate,moderate,moderate,muy cualificado,19-24,0.5,0.5,0.26758052058674353,0.0,0.0,2.2675805205867436,0.44334240604068914,Aprobado automatico,Credit_risk_v1
female,0-25,rent,furniture/equipment,alto riesgo,1282,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819,Revision manual,Credit_risk_v1
male,46-55,own,repairs,bajo riesgo,1288,9,moderate / little,moderate,little,cualificado,7-12,0.75,0.5,0.0824692444233059,0.3,0.0,1.632469244423306,0.3191696330248875,Aprobado automatico,Credit_risk_v1
male,36-45,own,education,bajo riesgo,339,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,0.0,2.2164711864619298,0.4333498457076301,Aprobado automatico,Credit_risk_v1
male,36-45,own,car,bajo riesgo,3512,24,moderate / moderate,moderate,moderate,cualificado,19-24,0.5,0.5,0.26758052058674353,0.3,0.0,2.5675805205867435,0.5019964298359684,Revision manual,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1898,6,No_tiene / No_tiene,,,no cualificado,0-6,1.0,1.0,0.050697028491100485,0.6,1.0,3.6506970284911007,0.7137602345949084,Rechazado,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,2872,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649,Rechazado,Credit_risk_v1
female,26-35,own,car,bajo riesgo,1055,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,2.2394645708137997,0.43784536075065866,Aprobado automatico,Credit_risk_v1
male,36-45,own,domestic appliances,alto riesgo,1262,15,quite rich / No_tiene,quite rich,,cualificado,13-18,1.0,0.25,0.1522335991272839,0.3,1.0,2.702233599127284,0.5283229127453833,Revision manual,Credit_risk_v1
male,66+,free,car,bajo riesgo,7308,10,little / moderate,little,moderate,muy cualificado,7-12,0.5,0.75,0.09358387076573756,0.0,0.0,2.3435838707657375,0.458202080407088,Aprobado automatico,Credit_risk_v1
male,36-45,own,car,bajo riesgo,909,36,quite rich / No_tiene,quite rich,,cualificado,31-36,1.0,0.25,0.43527528164806206,0.3,0.0,1.985275281648062,0.388147945366551,Aprobado automatico,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,2978,6,quite rich / No_tiene,quite rich,,cualificado,0-6,1.0,0.25,0.050697028491100485,0.3,1.0,3.6006970284911004,0.7039845639623619,Rechazado,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,1131,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,2.9894645708137997,0.584480420238857,Revision manual,Credit_risk_v1
female,0-25,own,furniture/equipment,alto riesgo,1577,11,rich / moderate,rich,moderate,cualificado,7-12,0.5,0.0,0.10492336888023829,0.3,1.0,1.9049233688802383,0.37243806868828383,Aprobado automatico,Credit_risk_v1
female,0-25,rent,furniture/equipment,alto riesgo,3972,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,1.0,4.317580520586743,0.8441449019750977,Rechazado,Credit_risk_v1
male,26-35,own,business,bajo riesgo,1935,24,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.26758052058674353,0.3,0.0,1.8175805205867437,0.35536137034777016,Aprobado automatico,Credit_risk_v1
male,26-35,rent,car,bajo riesgo,950,15,little / little,little,little,cualificado,13-18,0.75,0.75,0.1522335991272839,0.3,0.0,1.952233599127284,0.381687853257185,Aprobado automatico,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,763,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147,Revision manual,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,2064,24,little / moderate,little,moderate,muy cualificado,19-24,0.5,0.75,0.26758052058674353,0.0,1.0,2.5175805205867436,0.4922207592034219,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1414,8,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.0715993349974727,0.3,1.0,2.621599334997473,0.5125578325887674,Revision manual,Credit_risk_v1
male,26-35,own,education,bajo riesgo,3414,21,little / little,little,little,cualificado,19-24,0.75,0.75,0.22796289202471912,0.3,0.0,3.027962892024719,0.5920073584001355,Revision manual,Credit_risk_v1
female,46-55,own,car,bajo riesgo,7485,30,No_tiene / No_tiene,,,muy cualificado,25-30,1.0,1.0,0.34974096978557817,0.0,0.0,3.3497409697855782,0.6549192884994178,Rechazado,Credit_risk_v1
male,36-45,own,furniture/equipment,alto riesgo,2577,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,3.91647118646193,0.7657226472142129,Rechazado,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,338,6,quite rich / little,quite rich,little,cualificado,0-6,0.75,0.25,0.050697028491100485,0.3,1.0,2.3506970284911004,0.459592798148698,Aprobado automatico,Credit_risk_v1
male,26-35,rent,radio/TV,alto riesgo,1963,12,little / No_tiene,little,,muy cualificado,7-12,1.0,0.75,0.11647118646192987,0.0,1.0,2.86647118646193,0.5604335639307354,Revision manual,Credit_risk_v1
male,56-65,own,car,bajo riesgo,571,21,little / little,little,little,cualificado,19-24,0.75,0.75,0.22796289202471912,0.3,0.0,2.027962892024719,0.3964939457492045,Aprobado automatico,Credit_risk_v1
male,26-35,own,business,bajo riesgo,9572,36,little / No_tiene,little,,cualificado,31-36,1.0,0.75,0.43527528164806206,0.3,0.0,3.485275281648062,0.6814180643429476,Rechazado,Credit_risk_v1
male,26-35,own,business,bajo riesgo,4455,36,little / moderate,little,moderate,muy cualificado,31-36,0.5,0.75,0.43527528164806206,0.0,0.0,2.685275281648062,0.5250073342222027,Revision manual,Credit_risk_v1
male,36-45,own,car,bajo riesgo,1647,21,No_tiene / little,,little,no cualificado,19-24,0.75,1.0,0.22796289202471912,0.6,0.0,2.5779628920247193,0.5040263227072166,Revision manual,Credit_risk_v1
male,46-55,own,furniture/equipment,alto riesgo,3777,24,rich / No_tiene,rich,,cualificado,19-24,1.0,0.0,0.26758052058674353,0.3,1.0,3.5675805205867435,0.6975098424868995,Rechazado,Credit_risk_v1
male,36-45,own,car,bajo riesgo,884,18,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.18946457081379978,0.3,0.0,1.7394645708138,0.3400886544251932,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1360,15,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.1522335991272839,0.3,1.0,3.202233599127284,0.6260796190708489,Revision manual,Credit_risk_v1
female,66+,free,car,bajo riesgo,5129,9,little / moderate,little,moderate,muy cualificado,7-12,0.5,0.75,0.0824692444233059,0.0,0.0,2.332469244423306,0.4560290218805393,Aprobado automatico,Credit_risk_v1
male,66+,free,car,bajo riesgo,1175,16,little / moderate,little,moderate,desempleado,13-18,0.5,0.75,0.16449207666095705,1.0,0.0,2.4144920766609568,0.47206558572661717,Aprobado automatico,Credit_risk_v1
male,0-25,own,radio/TV,alto riesgo,674,12,moderate / little,moderate,little,cualificado,7-12,0.75,0.5,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,3244,18,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.18946457081379978,0.3,1.0,3.7394645708137997,0.7311154797270553,Rechazado,Credit_risk_v1
male,46-55,own,business,bajo riesgo,4591,24,rich / No_tiene,rich,,muy cualificado,19-24,1.0,0.0,0.26758052058674353,0.0,0.0,2.2675805205867436,0.44334240604068914,Aprobado automatico,Credit_risk_v1
male,26-35,free,business,bajo riesgo,3844,48,moderate / moderate,moderate,moderate,no cualificado,43-48,0.5,0.5,0.6147386076544852,0.6,0.0,3.214738607654485,0.628524515963231,Revision manual,Credit_risk_v1
male,36-45,own,business,bajo riesgo,3915,27,little / moderate,little,moderate,cualificado,25-30,0.5,0.75,0.30820346803447984,0.3,0.0,2.8582034680344797,0.5588171140861475,Revision manual,Credit_risk_v1
male,26-35,rent,radio/TV,alto riesgo,2108,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964,Revision manual,Credit_risk_v1
male,0-25,rent,radio/TV,alto riesgo,3031,45,moderate / moderate,moderate,moderate,cualificado,43-48,0.5,0.5,0.5689263134456501,0.3,1.0,3.86892631344565,0.7564269868367449,Rechazado,Credit_risk_v1
female,26-35,own,education,bajo riesgo,1501,9,little / moderate,little,moderate,muy cualificado,7-12,0.5,0.75,0.0824692444233059,0.0,0.0,1.332469244423306,0.26051560922960815,Aprobado automatico,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,1382,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964,Revision manual,Credit_risk_v1
female,26-35,rent,furniture/equipment,alto riesgo,951,12,moderate / moderate,moderate,moderate,cualificado,7-12,0.5,0.5,0.11647118646192987,0.3,1.0,2.41647118646193,0.4724525282378163,Aprobado automatico,Credit_risk_v1
male,36-45,free,car,bajo riesgo,2760,24,No_tiene / moderate,,moderate,cualificado,19-24,0.5,1.0,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
male,36-45,own,furniture/equipment,alto riesgo,4297,18,little / moderate,little,moderate,muy cualificado,13-18,0.5,0.75,0.18946457081379978,0.0,1.0,3.4394645708138,0.672461455931776,Rechazado,Credit_risk_v1
male,46-55,own,education,bajo riesgo,936,9,quite rich / No_tiene,quite rich,,cualificado,7-12,1.0,0.25,0.0824692444233059,0.3,0.0,1.632469244423306,0.3191696330248875,Aprobado automatico,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1168,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,0.0,2.2164711864619298,0.4333498457076301,Aprobado automatico,Credit_risk_v1
male,26-35,own,business,bajo riesgo,5117,27,little / No_tiene,little,,cualificado,25-30,1.0,0.75,0.30820346803447984,0.3,0.0,3.3582034680344797,0.656573820411613,Rechazado,Credit_risk_v1
male,0-25,rent,education,bajo riesgo,902,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508,Aprobado automatico,Credit_risk_v1
male,36-45,own,car,bajo riesgo,1495,12,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.11647118646192987,0.6,0.0,2.4664711864619298,0.48222819887036283,Aprobado automatico,Credit_risk_v1
male,36-45,free,car,bajo riesgo,10623,30,little / little,little,little,muy cualificado,25-30,0.75,0.75,0.34974096978557817,0.0,0.0,2.8497409697855782,0.5571625821739523,Revision manual,Credit_risk_v1
male,36-45,own,furniture/equipment,alto riesgo,1935,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147,Revision manual,Credit_risk_v1
male,26-35,own,domestic appliances,alto riesgo,1424,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
male,0-25,own,business,bajo riesgo,6568,24,little / little,little,little,no cualificado,19-24,0.75,0.75,0.26758052058674353,0.6,0.0,3.3675805205867437,0.6584071599567133,Rechazado,Credit_risk_v1
male,46-55,own,car,bajo riesgo,1413,12,rich / No_tiene,rich,,cualificado,7-12,1.0,0.0,0.11647118646192987,0.3,0.0,1.41647118646193,0.2769391155868853,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,3074,9,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.0824692444233059,0.3,1.0,4.382469244423306,0.8568315178149479,Rechazado,Credit_risk_v1
female,36-45,own,radio/TV,alto riesgo,3835,36,No_tiene / No_tiene,,,no cualificado,31-36,1.0,1.0,0.43527528164806206,0.6,1.0,5.035275281648062,0.9844638539518907,Rechazado,Credit_risk_v1
male,46-55,own,business,bajo riesgo,5293,27,little / little,little,little,cualificado,25-30,0.75,0.75,0.30820346803447984,0.3,0.0,3.1082034680344797,0.6076954672488803,Revision manual,Credit_risk_v1
male,66+,own,business,bajo riesgo,1908,30,little / rich,little,rich,muy cualificado,25-30,0.0,0.75,0.34974096978557817,0.0,0.0,1.0997409697855782,0.21501411003482288,Aprobado automatico,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,3342,36,No_tiene / No_tiene,,,cualificado,31-36,1.0,1.0,0.43527528164806206,0.3,1.0,4.735275281648062,0.9258098301566114,Rechazado,Credit_risk_v1
female,36-45,own,education,bajo riesgo,932,6,No_tiene / moderate,,moderate,no cualificado,0-6,0.5,1.0,0.050697028491100485,0.6,0.0,2.1506970284911007,0.42049011561851185,Aprobado automatico,Credit_risk_v1
male,26-35,own,business,bajo riesgo,3104,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,0.0,2.9894645708137997,0.584480420238857,Revision manual,Credit_risk_v1
male,0-25,own,radio/TV,alto riesgo,3913,36,little / rich,little,rich,cualificado,31-36,0.0,0.75,0.43527528164806206,0.3,1.0,3.485275281648062,0.6814180643429476,Rechazado,Credit_risk_v1
male,0-25,rent,furniture/equipment,alto riesgo,3021,24,little / little,little,little,no cualificado,19-24,0.75,0.75,0.26758052058674353,0.6,1.0,4.367580520586744,0.8539205726076444,Rechazado,Credit_risk_v1
female,56-65,own,car,bajo riesgo,1364,10,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.09358387076573756,0.3,0.0,2.1435838707657373,0.4190993978769017,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,625,12,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.11647118646192987,0.6,1.0,2.9664711864619298,0.5799849051958283,Revision manual,Credit_risk_v1
female,0-25,rent,education,bajo riesgo,1200,12,No_tiene / little,,little,cualificado,7-12,0.75,1.0,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,707,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147,Revision manual,Credit_risk_v1
male,26-35,own,business,bajo riesgo,2978,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,0.0,3.5675805205867435,0.6975098424868995,Rechazado,Credit_risk_v1
male,26-35,own,car,bajo riesgo,4657,15,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.1522335991272839,0.3,0.0,3.2022335991272834,0.6260796190708487,Revision manual,Credit_risk_v1
male,26-35,own,repairs,bajo riesgo,2613,36,little / No_tiene,little,,cualificado,31-36,1.0,0.75,0.43527528164806206,0.3,0.0,3.485275281648062,0.6814180643429476,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,10961,48,rich / moderate,rich,moderate,cualificado,43-48,0.5,0.0,0.6147386076544852,0.3,1.0,3.414738607654485,0.6676271984934171,Rechazado,Credit_risk_v1
